case,column,k,dt_s,rho_kg_m3,dz_m,qr_before,nr_before_per_kg,qr_after,nr_after_per_kg,rainncv_mm
1,3,4, 5.0000000000000000E-001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,4, 5.0000000000000000E-001, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.0000001424923539E-004, 8.9524630000000000E+006, 3.2367827952839434E-004, 8.9430610000000000E+006, 3.4056312870234251E-003
1,5,4, 5.0000000000000000E-001, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999997171806854E-010, 3.5031855804845691E-004, 1.3444637625426026E-009, 4.0774029912427068E-004, 0.0000000000000000E+000
1,6,4, 5.0000000000000000E-001, 1.1589999198913574E+000, 1.1650000000000000E+002, 6.8589997681556270E-006, 5.4422064208984375E+002, 7.2824450398911722E-006, 5.4239916992187500E+002, 7.9684986076244968E-007
1,1,5, 5.0000000000000000E-001, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.9999996554106474E-004, 4.6495947265625000E+003, 5.0580513197928667E-004, 4.6465917968750000E+003, 0.0000000000000000E+000
1,2,5, 5.0000000000000000E-001, 1.0789999961853027E+000, 1.1950000000000000E+002, 8.4898871136829257E-004, 3.7818035156250000E+004, 8.4781070472672582E-004, 3.7732468750000000E+004, 5.9980819933116436E-003
1,3,5, 5.0000000000000000E-001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,5, 5.0000000000000000E-001, 1.0930000543594360E+000, 1.2650000000000000E+002, 6.0000002849847078E-004, 9.1673202514648438E+000, 5.7742343051359057E-004, 8.9998483657836914E+000, 3.4056312870234251E-003
1,5,5, 5.0000000000000000E-001, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999999392252903E-009, 1.8434516387060285E-003, 9.9938919362330125E-009, 1.2730437517166138E+000, 0.0000000000000000E+000
1,6,5, 5.0000000000000000E-001, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.3032099559495691E-005, 0.0000000000000000E+000, 1.2973258890269790E-005, 5.5213766098022461E+000, 7.9684986076244968E-007
1,1,6, 5.0000000000000000E-001, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.9999997504055500E-004, 3.6574719238281250E+003, 7.0108339423313737E-004, 3.6494682617187500E+003, 0.0000000000000000E+000
1,2,6, 5.0000000000000000E-001, 1.0269999504089355E+000, 1.3650000000000000E+002, 6.4810056937858462E-004, 1.3583324218750000E+004, 6.4669124549254775E-004, 1.3551625000000000E+004, 5.9980819933116436E-003
1,3,6, 5.0000000000000000E-001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.0113666222605389E-006, 1.9793721437454224E+000, 0.0000000000000000E+000
1,4,6, 5.0000000000000000E-001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9754340832587332E-005, 5.5621731281280518E-001, 3.4056312870234251E-003
1,5,6, 5.0000000000000000E-001, 1.0479999780654907E+000, 1.4700000000000000E+002, 1.0000000116860974E-007, 3.7301925659179688E+002, 9.9683653331794631E-008, 3.7271420288085938E+002, 0.0000000000000000E+000
1,6,6, 5.0000000000000000E-001, 1.0549999475479126E+000, 1.5050000000000000E+002, 2.4760987798799761E-005, 3.3935430908203125E+002, 2.5229604943888262E-005, 3.3933645629882812E+002, 7.9684986076244968E-007
1,1,7, 5.0000000000000000E-001, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.9999997504055500E-004, 2.2555961914062500E+003, 6.9621944567188621E-004, 2.2476367187500000E+003, 0.0000000000000000E+000
1,2,7, 5.0000000000000000E-001, 9.7499996423721313E-001, 1.5350000000000000E+002, 4.9474666593596339E-004, 5.6793149414062500E+003, 4.9339333781972528E-004, 5.6658295898437500E+003, 5.9980819933116436E-003
1,3,7, 5.0000000000000000E-001, 9.8199993371963501E-001, 1.5700000000000000E+002, 1.9999999494757503E-004, 7.7747131347656250E+001, 2.0296120783314109E-004, 7.7800041198730469E+001, 0.0000000000000000E+000
1,4,7, 5.0000000000000000E-001, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.2000000569969416E-003, 1.8334640502929688E+001, 1.1634585680440068E-003, 2.6007322265625000E+004, 3.4056312870234251E-003
1,5,7, 5.0000000000000000E-001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-014, 1.5278869796020444E-006, 9.9999998245167004E-014, 1.5278869796020444E-006, 0.0000000000000000E+000
1,6,7, 5.0000000000000000E-001, 1.0029999017715454E+000, 1.6750000000000000E+002, 4.7045879910001531E-005, 2.6797390747070312E+002, 4.7997404180932790E-005, 2.6793838500976562E+002, 7.9684986076244968E-007
1,1,8, 5.0000000000000000E-001, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.9999996554106474E-004, 1.0626473388671875E+003, 4.9591390416026115E-004, 1.0582462158203125E+003, 0.0000000000000000E+000
1,2,8, 5.0000000000000000E-001, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.7767944741062820E-004, 2.6265429687500000E+003, 3.7648997385986149E-004, 2.6202312011718750E+003, 5.9980819933116436E-003
1,3,8, 5.0000000000000000E-001, 9.2999994754791260E-001, 1.7400000000000000E+002, 2.9999998514540493E-004, 7.7271354675292969E+001, 3.0278254416771233E-004, 7.7247100830078125E+001, 0.0000000000000000E+000
1,4,8, 5.0000000000000000E-001, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.0000001424923539E-004, 8.9524630000000000E+006, 2.9916880885139108E-004, 8.9460510000000000E+006, 3.4056312870234251E-003
1,5,8, 5.0000000000000000E-001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-013, 2.4526616471121088E-006, 1.2217783208756661E-012, 2.6286995762347942E-006, 0.0000000000000000E+000
1,6,8, 5.0000000000000000E-001, 9.5099997520446777E-001, 1.8450000000000000E+002, 8.9387169282417744E-005, 2.1160775756835938E+002, 9.1283283836673945E-005, 2.1155390930175781E+002, 7.9684986076244968E-007
1,1,9, 5.0000000000000000E-001, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.9999998514540493E-004, 4.4242822265625000E+002, 2.9576983070001006E-004, 4.3989916992187500E+002, 0.0000000000000000E+000
1,2,9, 5.0000000000000000E-001, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.8831275994889438E-004, 1.3052125244140625E+003, 2.8553465381264687E-004, 1.3779157714843750E+003, 5.9980819933116436E-003
1,3,9, 5.0000000000000000E-001, 8.7799996137619019E-001, 1.9100000000000000E+002, 3.9999998989515007E-004, 7.1745239257812500E+001, 4.0258889202959836E-004, 7.1691169738769531E+001, 0.0000000000000000E+000
1,4,9, 5.0000000000000000E-001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2717474621458678E-006, 6.7792445312500000E+004, 3.4056312870234251E-003
1,5,9, 5.0000000000000000E-001, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-012, 7.9375540735782124E-006, 1.2090450168811273E-011, 8.5747360571986064E-006, 0.0000000000000000E+000
1,6,9, 5.0000000000000000E-001, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.6983562090899795E-004, 1.6709783935546875E+002, 1.7453542386647314E-004, 1.6583078002929688E+002, 7.9684986076244968E-007
1,1,10, 5.0000000000000000E-001, 8.1199997663497925E-001, 2.0100000000000000E+002, 9.9999997473787516E-005, 1.0648102569580078E+002, 9.7877142252400517E-005, 1.0564579010009766E+002, 0.0000000000000000E+000
1,2,10, 5.0000000000000000E-001, 8.1900000572204590E-001, 2.0450000000000000E+002, 2.2009207168594003E-004, 9.8039580078125000E+003, 2.1987211948726326E-004, 9.7889863281250000E+003, 5.9980819933116436E-003
1,3,10, 5.0000000000000000E-001, 8.2599997520446777E-001, 2.0800000000000000E+002, 4.9999996554106474E-004, 6.4934112548828125E+001, 4.8712993157096207E-004, 6.4153701782226562E+001, 0.0000000000000000E+000
1,4,10, 5.0000000000000000E-001, 8.3300000429153442E-001, 2.1150000000000000E+002, 9.0000004274770617E-004, 2.6857388000000000E+007, 9.2773477081209421E-004, 2.6840266000000000E+007, 3.4056312870234251E-003
1,5,10, 5.0000000000000000E-001, 8.3999997377395630E-001, 2.1500000000000000E+002, 1.0000000133514320E-010, 3.5031858715228736E-005, 1.2099483914784770E-010, 3.8528025470441207E-005, 0.0000000000000000E+000
1,6,10, 5.0000000000000000E-001, 8.4700000286102295E-001, 2.1850000000000000E+002, 3.2268764334730804E-004, 0.0000000000000000E+000, 3.2877107150852680E-004, 2.3909525871276855E+000, 7.9684986076244968E-007
1,1,11, 5.0000000000000000E-001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,2,11, 5.0000000000000000E-001, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.6801377933006734E-004, 3.5213447265625000E+003, 1.6773898096289486E-004, 3.5154345703125000E+003, 5.9980819933116436E-003
1,3,11, 5.0000000000000000E-001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,11, 5.0000000000000000E-001, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.2000000569969416E-003, 1.8334640502929688E+001, 1.1704282369464636E-003, 1.8115280151367188E+001, 3.4056312870234251E-003
1,5,11, 5.0000000000000000E-001, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999997171806854E-010, 1.8434516096021980E-004, 9.9937280673145779E-010, 8.3512507379055023E-002, 0.0000000000000000E+000
1,6,11, 5.0000000000000000E-001, 7.9500001668930054E-001, 2.3550000000000000E+002, 6.1310658929869533E-004, 1.0419557189941406E+002, 6.2588864238932729E-004, 1.0404245758056641E+002, 7.9684986076244968E-007
1,1,12, 5.0000000000000000E-001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,2,12, 5.0000000000000000E-001, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.2825826706830412E-004, 1.4723072509765625E+003, 1.2670717842411250E-004, 1.4668443603515625E+003, 5.9980819933116436E-003
1,3,12, 5.0000000000000000E-001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,12, 5.0000000000000000E-001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4056312870234251E-003
1,5,12, 5.0000000000000000E-001, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999999392252903E-009, 3.7301925659179688E+001, 9.9777146544965944E-009, 3.7280437469482422E+001, 0.0000000000000000E+000
1,6,12, 5.0000000000000000E-001, 7.4299997091293335E-001, 2.5250000000000000E+002, 1.1649024672806263E-003, 8.2278854370117188E+001, 1.1382681550458074E-003, 8.1365516662597656E+001, 7.9684986076244968E-007
2,1,1, 1.0000000000000000E+001, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,1, 1.0000000000000000E+001, 1.2869999408721924E+000, 5.1500000000000000E+001, 2.4999999441206455E-003, 5.2396664062500000E+004, 2.2547144908457994E-003, 4.6816175781250000E+004, 1.1697348207235336E-001
2,3,1, 1.0000000000000000E+001, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,1, 1.0000000000000000E+001, 1.3009999990463257E+000, 5.8500000000000000E+001, 6.0000002849847078E-004, 9.1673202514648438E+000, 1.1413374886615202E-004, 2.3273542500000000E+006, 4.6285007148981094E-002
2,5,1, 1.0000000000000000E+001, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999999600419720E-013, 1.5278868886525743E-005, 2.9041234694826557E-011, 4.3293610360706225E-005, 0.0000000000000000E+000
2,6,1, 1.0000000000000000E+001, 1.3149999380111694E+000, 6.5500000000000000E+001, 9.9999999747524271E-007, 1.1052421875000000E+003, 1.2828149920096621E-006, 1.1070622558593750E+003, 1.6989617506624199E-005
2,1,2, 1.0000000000000000E+001, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6406694309553131E-005, 1.4626898193359375E+003, 0.0000000000000000E+000
2,2,2, 1.0000000000000000E+001, 1.2349998950958252E+000, 6.8500000000000000E+001, 1.9084487576037645E-003, 2.1907539062500000E+004, 1.7113826470449567E-003, 1.9903226562500000E+004, 1.1697348207235336E-001
2,3,2, 1.0000000000000000E+001, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,2, 1.0000000000000000E+001, 1.2489999532699585E+000, 7.5500000000000000E+001, 9.0000004274770617E-004, 2.6857388000000000E+007, 8.0130965216085315E-004, 2.6079716000000000E+007, 4.6285007148981094E-002
2,5,2, 1.0000000000000000E+001, 1.2559999227523804E+000, 7.9000000000000000E+001, 9.9999999600419720E-012, 2.4526616471121088E-005, 2.4193058667520972E-010, 7.0608490204904228E-005, 0.0000000000000000E+000
2,6,2, 1.0000000000000000E+001, 1.2629998922348022E+000, 8.2500000000000000E+001, 1.8999999156221747E-006, 8.7276354980468750E+002, 2.4620208023407031E-006, 8.7371594238281250E+002, 1.6989617506624199E-005
2,1,3, 1.0000000000000000E+001, 1.1759999990463257E+000, 8.2000000000000000E+001, 9.9999997473787516E-005, 4.8591948242187500E+003, 2.0447345741558820E-004, 5.7067983398437500E+003, 0.0000000000000000E+000
2,2,3, 1.0000000000000000E+001, 1.1829999685287476E+000, 8.5500000000000000E+001, 1.4568705810233951E-003, 1.0131696289062500E+004, 1.2691867304965854E-003, 9.8626416015625000E+003, 1.1697348207235336E-001
2,3,3, 1.0000000000000000E+001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,3, 1.0000000000000000E+001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8497935747727752E-005, 8.1942793750000000E+005, 4.6285007148981094E-002
2,5,3, 1.0000000000000000E+001, 1.2039999961853027E+000, 9.6000000000000000E+001, 1.0000000133514320E-010, 7.9375546192750335E-005, 2.1269650485322700E-009, 3.5186592140235007E-004, 0.0000000000000000E+000
2,6,3, 1.0000000000000000E+001, 1.2109999656677246E+000, 9.9500000000000000E+001, 3.6099997942073969E-006, 6.8918499755859375E+002, 5.1828637879225425E-006, 6.8910607910156250E+002, 1.6989617506624199E-005
2,1,4, 1.0000000000000000E+001, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.9999998514540493E-004, 5.6985395507812500E+003, 4.1415833402425051E-004, 5.6846933593750000E+003, 0.0000000000000000E+000
2,2,4, 1.0000000000000000E+001, 1.1309999227523804E+000, 1.0250000000000000E+002, 1.1121451389044523E-003, 5.0347607421875000E+003, 8.1492192111909389E-004, 1.2748061523437500E+004, 1.1697348207235336E-001
2,3,4, 1.0000000000000000E+001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,4, 1.0000000000000000E+001, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.0000001424923539E-004, 8.9524630000000000E+006, 6.7026272881776094E-004, 8.7654070000000000E+006, 4.6285007148981094E-002
2,5,4, 1.0000000000000000E+001, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999997171806854E-010, 3.5031855804845691E-004, 6.6044592017533432E-009, 4.8455848693847656E+000, 0.0000000000000000E+000
2,6,4, 1.0000000000000000E+001, 1.1589999198913574E+000, 1.1650000000000000E+002, 6.8589997681556270E-006, 5.4422064208984375E+002, 1.4594137610401958E-005, 5.1879486083984375E+002, 1.6989617506624199E-005
2,1,5, 1.0000000000000000E+001, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.9999996554106474E-004, 4.6495947265625000E+003, 6.1610300326719880E-004, 4.5895336914062500E+003, 0.0000000000000000E+000
2,2,5, 1.0000000000000000E+001, 1.0789999961853027E+000, 1.1950000000000000E+002, 8.4898871136829257E-004, 3.7818035156250000E+004, 8.2474399823695421E-004, 3.6125574218750000E+004, 1.1697348207235336E-001
2,3,5, 1.0000000000000000E+001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,5, 1.0000000000000000E+001, 1.0930000543594360E+000, 1.2650000000000000E+002, 6.0000002849847078E-004, 9.1673202514648438E+000, 2.3341855558101088E-004, 6.1238393783569336E+000, 4.6285007148981094E-002
2,5,5, 1.0000000000000000E+001, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999999392252903E-009, 1.8434516387060285E-003, 9.7912185026416410E-009, 2.0911949157714844E+001, 0.0000000000000000E+000
2,6,5, 1.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.3032099559495691E-005, 0.0000000000000000E+000, 1.2826204510929529E-005, 9.0837074279785156E+001, 1.6989617506624199E-005
2,1,6, 1.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.9999997504055500E-004, 3.6574719238281250E+003, 7.2166853351518512E-004, 3.4973986816406250E+003, 0.0000000000000000E+000
2,2,6, 1.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 6.4810056937858462E-004, 1.3583324218750000E+004, 6.1974360141903162E-004, 1.2956621093750000E+004, 1.1697348207235336E-001
2,3,6, 1.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2022733426420018E-004, 3.9587444305419922E+001, 0.0000000000000000E+000
2,4,6, 1.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7402981221675873E-004, 8.6109546875000000E+004, 4.6285007148981094E-002
2,5,6, 1.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 1.0000000116860974E-007, 3.7301925659179688E+002, 9.3773159903776104E-008, 3.6694354248046875E+002, 0.0000000000000000E+000
2,6,6, 1.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 2.4760987798799761E-005, 3.3935430908203125E+002, 3.5129858588334173E-005, 3.3898501586914062E+002, 1.6989617506624199E-005
2,1,7, 1.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.9999997504055500E-004, 2.2555961914062500E+003, 6.2438932945951819E-004, 2.0964033203125000E+003, 0.0000000000000000E+000
2,2,7, 1.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 4.9474666593596339E-004, 5.6793149414062500E+003, 4.6777696115896106E-004, 5.4127670898437500E+003, 1.1697348207235336E-001
2,3,7, 1.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 1.9999999494757503E-004, 7.7747131347656250E+001, 2.5922426721081138E-004, 7.8805252075195312E+001, 0.0000000000000000E+000
2,4,7, 1.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.2000000569969416E-003, 1.8334640502929688E+001, 5.8285420527681708E-004, 4.3691078125000000E+005, 4.6285007148981094E-002
2,5,7, 1.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-014, 1.5278869796020444E-006, 9.9999998245167004E-014, 1.5278869796020444E-006, 0.0000000000000000E+000
2,6,7, 1.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 4.7045879910001531E-005, 2.6797390747070312E+002, 6.8173430918250233E-005, 2.6724664306640625E+002, 1.6989617506624199E-005
2,1,8, 1.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.9999996554106474E-004, 1.0626473388671875E+003, 4.1827882523648441E-004, 9.7462463378906250E+002, 0.0000000000000000E+000
2,2,8, 1.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.7767944741062820E-004, 2.6265429687500000E+003, 3.5096000647172332E-004, 2.5455693359375000E+003, 1.1697348207235336E-001
2,3,8, 1.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 2.9999998514540493E-004, 7.7271354675292969E+001, 3.5565104917623103E-004, 7.6786216735839844E+001, 0.0000000000000000E+000
2,4,8, 1.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.0000001424923539E-004, 8.9524630000000000E+006, 2.8360608848743141E-004, 8.8246850000000000E+006, 4.6285007148981094E-002
2,5,8, 1.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-013, 2.4526616471121088E-006, 1.0071730775773613E-011, 6.6633679125516210E-006, 0.0000000000000000E+000
2,6,8, 1.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 8.9387169282417744E-005, 2.1160775756835938E+002, 1.3363822654355317E-004, 2.0957363891601562E+002, 1.6989617506624199E-005
2,1,9, 1.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.9999998514540493E-004, 4.4242822265625000E+002, 2.1539715817198157E-004, 3.9184744262695312E+002, 0.0000000000000000E+000
2,2,9, 1.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.8831275994889438E-004, 1.3052125244140625E+003, 2.3726807557977736E-004, 2.6209892578125000E+003, 1.1697348207235336E-001
2,3,9, 1.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 3.9999998989515007E-004, 7.1745239257812500E+001, 4.5177826541475952E-004, 7.0663825988769531E+001, 0.0000000000000000E+000
2,4,9, 1.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2435651014093310E-005, 1.3515271250000000E+006, 4.6285007148981094E-002
2,5,9, 1.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-012, 7.9375540735782124E-006, 9.5717017645213787E-011, 1.8118864318239503E-005, 0.0000000000000000E+000
2,6,9, 1.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.6983562090899795E-004, 1.6709783935546875E+002, 2.6964145945385098E-004, 1.4565182495117188E+002, 1.6989617506624199E-005
2,1,10, 1.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 9.9999997473787516E-005, 1.0648102569580078E+002, 5.7542823924450204E-005, 8.9776290893554688E+001, 0.0000000000000000E+000
2,2,10, 1.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 2.2009207168594003E-004, 9.8039580078125000E+003, 2.1559688320849091E-004, 9.5066240234375000E+003, 1.1697348207235336E-001
2,3,10, 1.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 4.9999996554106474E-004, 6.4934112548828125E+001, 2.4259914061985910E-004, 4.9325954437255859E+001, 0.0000000000000000E+000
2,4,10, 1.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 9.0000004274770617E-004, 2.6857388000000000E+007, 1.3740380527451634E-003, 2.6516056000000000E+007, 4.6285007148981094E-002
2,5,10, 1.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 1.0000000133514320E-010, 3.5031858715228736E-005, 4.7111281542555616E-010, 1.9381797313690186E-001, 0.0000000000000000E+000
2,6,10, 1.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 3.2268764334730804E-004, 0.0000000000000000E+000, 4.5863230479881167E-004, 4.1550914764404297E+001, 1.6989617506624199E-005
2,1,11, 1.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,11, 1.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.6801377933006734E-004, 3.5213447265625000E+003, 1.6093447629828006E-004, 3.4030190429687500E+003, 1.1697348207235336E-001
2,3,11, 1.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,11, 1.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.2000000569969416E-003, 1.8334640502929688E+001, 6.8143883254379034E-004, 1.4209877967834473E+001, 4.6285007148981094E-002
2,5,11, 1.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999997171806854E-010, 1.8434516096021980E-004, 9.8391772507255837E-010, 1.4705657958984375E+000, 0.0000000000000000E+000
2,6,11, 1.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 6.1310658929869533E-004, 1.0419557189941406E+002, 7.7873223926872015E-004, 1.0027429962158203E+002, 1.6989617506624199E-005
2,1,12, 1.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,12, 1.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.2825826706830412E-004, 1.4723072509765625E+003, 9.9112250609323382E-005, 1.3650778808593750E+003, 1.1697348207235336E-001
