case,mode,k,nz,dt,theta_in,qv_in,qc_in,qr_in,qi_in,qs_in,qg_in,ni_in,ns_in,nr_in,ng_in,rho_in,pii_in,pressure_in,dz_in,qrcuten_in,qscuten_in,qicuten_in,theta_out,qv_out,qc_out,qr_out,qi_out,qs_out,qg_out,ni_out,ns_out,nr_out,ng_out,refl_10cm_out
8,0,17,32, 4.5000000000000000E+001, 3.0962771606445312E+002, 7.8776903683319688E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4631466183345765E-004, 4.2159688746323809E-005, 0.0000000000000000E+000, 1.4631466064453125E+003, 2.4378312500000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1530101299285889E-001, 7.8545939922332764E-001, 4.2947027343750000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0976715087890625E+002, 7.4990204302594066E-004, 1.9611025303678531E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1645209926646203E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4524401562500000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0111429691314697E+000
8,0,18,32, 4.5000000000000000E+001, 3.1253295898437500E+002, 7.3922477895393968E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.8828252046369016E-005, 2.6909643565886654E-005, 0.0000000000000000E+000, 8.8828253173828125E+002, 2.5501759375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8819472789764404E-001, 7.7431833744049072E-001, 4.0852476562500000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1266262817382812E+002, 7.0407957537099719E-004, 4.0139448174159043E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4015704800840467E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5574975000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-1.1404602527618408E+000
8,0,19,32, 4.5000000000000000E+001, 3.1545770263671875E+002, 6.9282582262530923E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0762540922733024E-005, 1.6488926121382974E-005, 0.0000000000000000E+000, 5.0762539672851562E+002, 2.6676321875000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.6229639053344727E-001, 7.6333528757095337E-001, 3.8860078125000000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1558059692382812E+002, 6.5953307785093784E-004, 8.0478193922317587E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.8204127678181976E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6702868750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-5.5435590744018555E+000
8,0,20,32, 4.5000000000000000E+001, 3.1840194702148438E+002, 6.4853782532736659E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7306383344694041E-005, 9.6995236162911169E-006, 0.0000000000000000E+000, 2.7306384277343750E+002, 2.7904293750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.3755170106887817E-001, 7.5250798463821411E-001, 3.6964851562500000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1851831054687500E+002, 6.1705708503723145E-004, 1.1276501936663408E-005, 0.0000000000000000E+000, 1.8189894035458565E-012, 5.2973617130191997E-005, 0.0000000000000000E+000, 2.7008851247956045E-005, 2.7941990625000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-1.0357861518859863E+001
8,0,21,32, 4.5000000000000000E+001, 3.2136553955078125E+002, 6.0632289387285709E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3826562280883081E-005, 5.4774968702986371E-006, 0.0000000000000000E+000, 1.3826562500000000E+002, 2.9188056250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.1390886306762695E-001, 7.4183434247970581E-001, 3.5162054687500000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2147573852539062E+002, 5.7661661412566900E-004, 1.3565481822297443E-005, 0.0000000000000000E+000, 9.0949470177292824E-013, 3.4798085835063830E-005, 0.0000000000000000E+000, 1.3504425623978022E-005, 3.7658978125000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-1.5477693557739258E+001
8,0,22,32, 4.5000000000000000E+001, 3.2434854125976562E+002, 5.6614150526002049E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.5901153902814258E-006, 2.9695297598664183E-006, 0.0000000000000000E+000, 6.5901153564453125E+001, 3.0530106250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9131828546524048E-001, 7.3131203651428223E-001, 3.3447179687500000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2445294189453125E+002, 5.3816440049558878E-004, 1.4974892110330984E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2200851162779145E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.6733850000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-2.1268869400024414E+001
8,0,23,32, 4.5000000000000000E+001, 3.2735086059570312E+002, 5.2795442752540112E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9566554076154716E-006, 1.5454911590495612E-006, 0.0000000000000000E+000, 2.9566555023193359E+001, 3.1933050000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.6973279118537903E-001, 7.2093898057937622E-001, 3.1815941406250000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2744979858398438E+002, 5.0165271386504173E-004, 1.5587500456604175E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4984880181145854E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.5461693750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000,-2.6380331039428711E+001
8,0,24,32, 4.5000000000000000E+001, 3.3037240600585938E+002, 4.9170420970767736E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2486386822274653E-006, 7.7218163596626255E-007, 0.0000000000000000E+000, 1.2486387252807617E+001, 3.3399593750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4910725951194763E-001, 7.1071308851242065E-001, 3.0264261718750000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3046615600585938E+002, 4.6702614054083824E-004, 1.5750263628433459E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0789593943627551E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1129440000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.0000602722167969E+001
8,0,25,32, 4.5000000000000000E+001, 3.3341317749023438E+002, 4.5735220192000270E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9636634003036306E-007, 3.7037881384094362E-007, 0.0000000000000000E+000, 4.9636635780334473E+000, 3.4932581250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.2939856648445129E-001, 7.0063221454620361E-001, 2.8788255859375000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3350180053710938E+002, 4.3422658927738667E-004, 1.5940438970574178E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9408046076423489E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1641017500000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.2247127532958984E+001
8,0,26,32, 4.5000000000000000E+001, 3.3647299194335938E+002, 4.2483827564865351E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8573618376649392E-007, 1.7054769330115960E-007, 0.0000000000000000E+000, 1.8573617935180664E+000, 3.6534959375000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1056567430496216E-001, 6.9069433212280273E-001, 2.7384236328125000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3656439208984375E+002, 4.0320763946510851E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5784919014549814E-005, 6.0877541727677453E-006, 0.0000000000000000E+000, 7.3069918750000000E+005, 1.2140495000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.3836071014404297E+001
8,0,27,32, 4.5000000000000000E+001, 3.3955187988281250E+002, 3.9410477620549500E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.5421396300280321E-008, 7.5391106690858578E-008, 0.0000000000000000E+000, 6.5421396493911743E-001, 3.8209828125000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9256915450096130E-001, 6.8089741468429565E-001, 2.6048689453125000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3963854980468750E+002, 3.7390203215181828E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5839983461773954E-005, 4.4279940993874334E-006, 0.0000000000000000E+000, 7.6419656250000000E+005, 1.2698015000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.5000000000000000E+001
8,0,28,32, 4.5000000000000000E+001, 3.4264971923828125E+002, 3.6509742494672537E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1690617302283499E-008, 3.1993952376296875E-008, 0.0000000000000000E+000, 2.1690617501735687E-001, 3.9960396875000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7537163496017456E-001, 6.7123943567276001E-001, 2.4778281250000000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4273175048828125E+002, 3.4626564593054354E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5372743291663937E-005, 3.4809918361133896E-006, 0.0000000000000000E+000, 7.9920793750000000E+005, 1.3303170000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.5000000000000000E+001
8,0,29,32, 4.5000000000000000E+001, 3.4576638793945312E+002, 3.3774782787077129E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7694485572644680E-009, 1.3034349599649886E-008, 0.0000000000000000E+000, 6.7694485187530518E-002, 4.1790031250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5893726348876953E-001, 6.6171848773956299E-001, 2.3569832031250000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4584390258789062E+002, 3.2022758387029171E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4350140190799721E-005, 3.1771739941177657E-006, 0.0000000000000000E+000, 8.3580062500000000E+005, 1.3922972500000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.5000000000000000E+001
8,0,30,32, 4.5000000000000000E+001, 3.4890182495117188E+002, 3.1200007651932538E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9886678970237881E-009, 5.0978106180821214E-009, 0.0000000000000000E+000, 1.9886678084731102E-002, 4.3702243750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4323179721832275E-001, 6.5233254432678223E-001, 2.2420314453125000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4897491455078125E+002, 2.9573423671536148E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3123663848091383E-005, 3.1444169508176856E-006, 0.0000000000000000E+000, 8.7404487500000000E+005, 1.4564732500000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.5000000000000000E+001
8,0,31,32, 4.5000000000000000E+001, 3.5205584716796875E+002, 2.8779363492503762E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.4992177478396798E-010, 1.9140469209588673E-009, 0.0000000000000000E+000, 5.4992176592350006E-003, 4.5700671875000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2822275161743164E-001, 6.4307975769042969E-001, 2.1326863281250000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5212463378906250E+002, 2.7270955615676939E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1862064638989978E-005, 3.2227667361439671E-006, 0.0000000000000000E+000, 9.1401343750000000E+005, 1.5232710000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.5000000000000000E+001
8,0,32,32, 4.5000000000000000E+001, 3.5522845458984375E+002, 2.6504934066906571E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4314256724379248E-010, 6.8991434787335493E-010, 0.0000000000000000E+000, 1.4314256841316819E-003, 4.7789150000000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1387877464294434E-001, 6.3395822048187256E-001, 2.0286738281250000E+004, 4.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5529309082031250E+002, 2.5109472335316241E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0607293916109484E-005, 3.3286719371972140E-006, 0.0000000000000000E+000, 9.5578300000000000E+005, 1.5907757500000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000,-3.5000000000000000E+001
9,0,1,32, 9.0000000000000000E+001, 2.8995251464843750E+002, 1.1086825281381607E-002, 1.0887996904784814E-004, 1.0036609601229429E-003, 4.3551983253564686E-005, 1.0036609601229429E-003, 7.5274572009220719E-004, 8.4993187500000000E+004, 2.5497954687500000E+005, 1.6998636250000000E+006, 1.2748977343750000E+005, 1.1765649318695068E+000, 9.9158483743667603E-001, 9.7085546875000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9012622070312500E+002, 1.0771183297038078E-002, 3.6504678428173065E-004, 6.7987628281116486E-003, 0.0000000000000000E+000, 1.1641532182693481E-010, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1250000000000000E-002, 3.1294071875000000E+005, 0.0000000000000000E+000, 4.0979393005371094E+001
9,0,2,32, 9.0000000000000000E+001, 2.9052142333984375E+002, 1.0595368221402168E-002, 1.3166056305635720E-004, 1.0939020430669188E-003, 5.2664217946585268E-005, 1.0939020430669188E-003, 8.2042650319635868E-004, 8.6308156250000000E+004, 2.5892446875000000E+005, 1.7261631250000000E+006, 1.2946223437500000E+005, 1.1586390733718872E+000, 9.8628699779510498E-001, 9.5282148437500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9066009521484375E+002, 1.0271899402141571E-002, 3.7337024696171284E-004, 1.0476874187588692E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8683250000000000E+005, 0.0000000000000000E+000, 4.6912799835205078E+001
9,0,3,32, 9.0000000000000000E+001, 2.9108810424804688E+002, 1.0121004655957222E-002, 1.5785888535901904E-004, 1.1854333570227027E-003, 6.3143546867650002E-005, 1.1854333570227027E-003, 8.8907493045553565E-004, 8.7642460937500000E+004, 2.6292737500000000E+005, 1.7528492500000000E+006, 1.3146368750000000E+005, 1.1409994363784790E+000, 9.8101741075515747E-001, 9.3512250000000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9118939208984375E+002, 9.7900005057454109E-003, 3.7832025554962456E-004, 9.2858597636222839E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8309460937500000E+004, 0.0000000000000000E+000, 4.8590427398681641E+001
9,0,4,32, 9.0000000000000000E+001, 2.9165246582031250E+002, 9.6633480861783028E-003, 1.8766705761663616E-004, 1.2772708432748914E-003, 7.5066811405122280E-005, 1.2772708432748914E-003, 9.5795310335233808E-004, 8.8996351562500000E+004, 2.6698903125000000E+005, 1.7799270000000000E+006, 1.3349451562500000E+005, 1.1236416101455688E+000, 9.7577601671218872E-001, 9.1775234375000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9171417236328125E+002, 9.3252584338188171E-003, 3.7875096313655376E-004, 5.0560291856527328E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8207660913467407E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.3534400939941406E+001, 1.5625000000000000E-002, 7.4508438110351562E+001
9,0,5,32, 9.0000000000000000E+001, 2.9221450805664062E+002, 9.2220073565840721E-003, 2.2121399524621665E-004, 1.3683467404916883E-003, 8.8485590822529048E-005, 1.3683467404916883E-003, 1.0262600844725966E-003, 9.0370101562500000E+004, 2.7111028125000000E+005, 1.8074020000000000E+006, 1.3555514062500000E+005, 1.1065607070922852E+000, 9.7056263685226440E-001, 9.0070476562500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9223455810546875E+002, 8.8774571195244789E-003, 3.7347240140661597E-004, 5.3023630753159523E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7117057800292969E+001, 0.0000000000000000E+000, 7.4652214050292969E+001
9,0,6,32, 9.0000000000000000E+001, 2.9277420043945312E+002, 8.7966118007898331E-003, 2.5854900013655424E-004, 1.4575266977772117E-003, 1.0341958841308951E-004, 1.4575266977772117E-003, 1.0931449942290783E-003, 9.1763984375000000E+004, 2.7529193750000000E+005, 1.8352796250000000E+006, 1.3764596875000000E+005, 1.0897521972656250E+000, 9.6537709236145020E-001, 8.8397390625000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9275079345703125E+002, 8.4463795647025108E-003, 3.6151858512312174E-004, 5.5286558344960213E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.0408233642578125E+001, 0.0000000000000000E+000, 7.4770851135253906E+001
9,0,7,32, 9.0000000000000000E+001, 2.9333145141601562E+002, 8.3867358043789864E-003, 2.9962541884742677E-004, 1.5436332905665040E-003, 1.1985015589743853E-004, 1.5436332905665040E-003, 1.1577248806133866E-003, 9.3178242187500000E+004, 2.7953471875000000E+005, 1.8635648750000000E+006, 1.3976735937500000E+005, 1.0732119083404541E+000, 9.6021926403045654E-001, 8.6755382812500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9326296997070312E+002, 8.0317743122577667E-003, 3.5494717303663492E-004, 5.7313647121191025E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3356414794921875E+001, 0.0000000000000000E+000, 7.4864341735839844E+001
9,0,8,32, 9.0000000000000000E+001, 2.9388623046875000E+002, 7.9920208081603050E-003, 3.4428661456331611E-004, 1.6254701185971498E-003, 1.3771464000456035E-004, 1.6254701185971498E-003, 1.2191025307402015E-003, 9.4613156250000000E+004, 2.8383946875000000E+005, 1.8922631250000000E+006, 1.4191973437500000E+005, 1.0569354295730591E+000, 9.5508897304534912E-001, 8.5143875000000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9377151489257812E+002, 7.6334215700626373E-003, 3.5856963950209320E-004, 5.9070955030620098E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.5912223815917969E+001, 0.0000000000000000E+000, 7.4932556152343750E+001
9,0,9,32, 9.0000000000000000E+001, 2.9443850708007812E+002, 7.6120817102491856E-003, 3.9225388900376856E-004, 1.7018492799252272E-003, 1.5690154395997524E-004, 1.7018492799252272E-003, 1.2763869017362595E-003, 9.6069015625000000E+004, 2.8820703125000000E+005, 1.9213802500000000E+006, 1.4410351562500000E+005, 1.0409183502197266E+000, 9.4998610019683838E-001, 8.3562304687500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9427673339843750E+002, 7.2510801255702972E-003, 3.6095653194934130E-004, 4.6021463349461555E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2118911147117615E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.6933166503906250E+001, 2.2002084006089717E-004, 7.3785430908203125E+001
9,0,10,32, 9.0000000000000000E+001, 2.9498822021484375E+002, 7.2465436533093452E-003, 4.4311862438917160E-004, 1.7716194270178676E-003, 1.7724743520375341E-004, 1.7716194270178676E-003, 1.3287145411595702E-003, 9.7546093750000000E+004, 2.9263828125000000E+005, 1.9509218750000000E+006, 1.4631914062500000E+005, 1.0251563787460327E+000, 9.4491052627563477E-001, 8.2010109375000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9477911376953125E+002, 6.8844715133309364E-003, 3.6201073089614511E-004, 2.3583094589412212E-003, 0.0000000000000000E+000, 1.1641532182693481E-010, 1.2072268873453140E-007, 0.0000000000000000E+000, 3.1250000000000000E-002, 3.4299022674560547E+001, 3.2812500000000000E-001, 7.0818794250488281E+001
9,0,11,32, 9.0000000000000000E+001, 2.9553543090820312E+002, 6.8950452841818333E-003, 4.9633899470791221E-004, 1.8336945213377476E-003, 1.9853557751048356E-004, 1.8336945213377476E-003, 1.3752708910033107E-003, 9.9044695312500000E+004, 2.9713406250000000E+005, 1.9808938750000000E+006, 1.4856703125000000E+005, 1.0096452236175537E+000, 9.3986201286315918E-001, 8.0486742187500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9527905273437500E+002, 6.5333391539752483E-003, 3.6162830656394362E-004, 8.6114770965650678E-004, 0.0000000000000000E+000, 1.1641532182693481E-010, 2.8638169169425964E-006, 0.0000000000000000E+000, 3.1250000000000000E-002, 1.2524448394775391E+001, 1.4468750000000000E+001, 6.6380508422851562E+001
9,0,12,32, 9.0000000000000000E+001, 2.9607992553710938E+002, 6.5571828745305538E-003, 5.5124209029600024E-004, 1.8870822386816144E-003, 2.2049681865610182E-004, 1.8870822386816144E-003, 1.4153115916997194E-003, 1.0056504687500000E+005, 3.0169515625000000E+005, 2.0113010000000000E+006, 1.5084757812500000E+005, 9.9438124895095825E-001, 9.3484050035476685E-001, 7.8991671875000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9577703857421875E+002, 6.1973333358764648E-003, 3.5975588252767920E-004, 3.4692784538492560E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8089463487267494E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0456848144531250E+000, 3.6653125000000000E+002, 6.2369636535644531E+001
9,0,13,32, 9.0000000000000000E+001, 2.9662176513671875E+002, 6.2326039187610149E-003, 6.0703250346705317E-004, 1.9309092313051224E-003, 2.4281298101413995E-004, 1.9309092313051224E-003, 1.4481819234788418E-003, 1.0210746875000000E+005, 3.0632240625000000E+005, 2.0421493750000000E+006, 1.5316120312500000E+005, 9.7936028242111206E-001, 9.2984580993652344E-001, 7.7524382812500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9627383422851562E+002, 5.8761290274560452E-003, 3.5636583925224841E-004, 2.6097826776094735E-004, 0.0000000000000000E+000, 1.1641532182693481E-010, 3.0628335662186146E-004, 0.0000000000000000E+000, 3.1250000000000000E-002, 3.7956428527832031E+000, 5.5658750000000000E+003, 6.1073410034179688E+001
9,0,14,32, 9.0000000000000000E+001, 2.9716085815429688E+002, 5.9209465980529785E-003, 6.6280714236199856E-004, 1.9644461572170258E-003, 2.6512282784096897E-004, 1.9644461572170258E-003, 1.4733346179127693E-003, 1.0367226562500000E+005, 3.1101678125000000E+005, 2.0734452500000000E+006, 1.5550839062500000E+005, 9.6457815170288086E-001, 9.2487782239913940E-001, 7.6084343750000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9677151489257812E+002, 5.5693718604743481E-003, 3.5144618595950305E-004, 2.6575126685202122E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4241321478039026E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8650605678558350E+000, 4.8061906250000000E+004, 6.1094799041748047E+001
9,0,15,32, 9.0000000000000000E+001, 2.9769720458984375E+002, 5.6218472309410572E-003, 7.1757624391466379E-004, 1.9871271215379238E-003, 2.8703047428280115E-004, 1.9871271215379238E-003, 1.4903453411534429E-003, 1.0525971875000000E+005, 3.1577915625000000E+005, 2.1051942500000000E+006, 1.5788957812500000E+005, 9.5003104209899902E-001, 9.1993635892868042E-001, 7.4671046875000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9728701782226562E+002, 5.2766771987080574E-003, 3.4289530594833195E-004, 2.3159198462963104E-004, 0.0000000000000000E+000, 2.3283064365386963E-010, 4.0842383168637753E-003, 0.0000000000000000E+000, 9.2640344519168139E-005, 3.3682513236999512E+000, 2.4347810937500000E+005, 6.0455253601074219E+001
9,0,16,32, 9.0000000000000000E+001, 2.9823074340820312E+002, 5.3349593654274940E-003, 7.7029044041410089E-004, 1.9985656253993511E-003, 3.0811614124104381E-004, 1.9985656253993511E-003, 1.4989242190495133E-003, 1.0687012500000000E+005, 3.2061037500000000E+005, 2.1374025000000000E+006, 1.6030518750000000E+005, 9.3571519851684570E-001, 9.1502135992050171E-001, 7.3284015625000000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9990911865234375E+002, 5.1158634014427662E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.8274326622486115E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.3075068750000000E+005, 3.0653833389282227E+001
9,0,17,32, 9.0000000000000000E+001, 2.9876144409179688E+002, 5.0599081441760063E-003, 8.1987300654873252E-004, 1.9985656253993511E-003, 3.2794917933642864E-004, 1.9985656253993511E-003, 1.4989242190495133E-003, 1.0850377343750000E+005, 3.2551131250000000E+005, 2.1700755000000000E+006, 1.6275565625000000E+005, 9.2162692546844482E-001, 9.1013252735137939E-001, 7.1922742187500000E+004, 1.5000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0057528686523438E+002, 4.8060715198516846E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.8897050805389881E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.3987781250000000E+005, 3.0604646682739258E+001
