schema_version,case,case_family,repetition,k,dt_s,dz_m,rho_kg_m3,pressure_pa,exner,w_lower_m_s,w_upper_m_s,w_center_m_s,primary_ice_target_m3,temperature_before_k,theta_before_k,qv_before,qc_before,qr_before,qi_before,qs_before,qg_before,qh_before,qndrop_before,qnr_before,qni_before,qns_before,qng_before,qnh_before,qnn_before,qvolg_before,qvolh_before,temperature_after_k,theta_after_k,qv_after,qc_after,qr_after,qi_after,qs_after,qg_after,qh_after,qndrop_after,qnr_after,qni_after,qns_after,qng_after,qnh_after,qnn_after,qvolg_after,qvolh_after
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,0,1, 1.0000000149011612E-001, 1.3000000000000000E+002, 1.1862708330154419E+000, 9.7463000000000000E+004, 9.9268013238906860E-001,-3.7500000000000000E+000, 2.5000000000000000E-001,-1.7500000000000000E+000, 0.0000000000000000E+000, 2.8500000000000000E+002, 2.8710153198242188E+002, 7.0918756537139416E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8500000000000000E+002, 2.8710153198242188E+002, 7.0918756537139416E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,0,2, 1.0000000149011612E-001, 2.5500000000000000E+002, 1.0990201234817505E+000, 8.6963000000000000E+004, 9.6085077524185181E-001, 2.5000000000000000E-001, 8.2500000000000000E+000, 4.2500000000000000E+000, 0.0000000000000000E+000, 2.7500000000000000E+002, 2.8620468139648438E+002, 3.9953943341970444E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7500000000000000E+002, 2.8620468139648438E+002, 3.9953943341970444E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,0,3, 1.0000000149011612E-001, 5.0500000000000000E+002, 1.0040104389190674E+000, 7.6463000000000000E+004, 9.2614537477493286E-001, 8.2500000000000000E+000, 1.8250000000000000E+001, 1.3250000000000000E+001, 0.0000000000000000E+000, 2.6500000000000000E+002, 2.8613217163085938E+002, 1.9886393565684557E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6500000000000000E+002, 2.8613217163085938E+002, 1.9886393565684557E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,0,4, 1.0000000149011612E-001, 1.0050000000000000E+003, 9.3778002262115479E-001, 6.5963000000000000E+004, 8.8784801959991455E-001, 1.8250000000000000E+001, 1.8250000000000000E+001, 1.8250000000000000E+001, 0.0000000000000000E+000, 2.4500000000000000E+002, 2.7594812011718750E+002, 3.4420308656990528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4500000000000000E+002, 2.7594812011718750E+002, 3.4420308656990528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,1,1, 1.0000000149011612E-001, 1.3000000000000000E+002, 1.1862708330154419E+000, 9.7463000000000000E+004, 9.9268013238906860E-001,-3.7500000000000000E+000, 2.5000000000000000E-001,-1.7500000000000000E+000, 0.0000000000000000E+000, 2.8500000000000000E+002, 2.8710153198242188E+002, 7.0918756537139416E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.8500000000000000E+002, 2.8710153198242188E+002, 7.0918756537139416E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,1,2, 1.0000000149011612E-001, 2.5500000000000000E+002, 1.0990201234817505E+000, 8.6963000000000000E+004, 9.6085077524185181E-001, 2.5000000000000000E-001, 8.2500000000000000E+000, 4.2500000000000000E+000, 0.0000000000000000E+000, 2.7500000000000000E+002, 2.8620468139648438E+002, 3.9953943341970444E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7500000000000000E+002, 2.8620468139648438E+002, 3.9953943341970444E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,1,3, 1.0000000149011612E-001, 5.0500000000000000E+002, 1.0040104389190674E+000, 7.6463000000000000E+004, 9.2614537477493286E-001, 8.2500000000000000E+000, 1.8250000000000000E+001, 1.3250000000000000E+001, 0.0000000000000000E+000, 2.6500000000000000E+002, 2.8613217163085938E+002, 1.9886393565684557E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6500000000000000E+002, 2.8613217163085938E+002, 1.9886393565684557E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,zero_clear_dt0p1,zero_threshold,1,4, 1.0000000149011612E-001, 1.0050000000000000E+003, 9.3778002262115479E-001, 6.5963000000000000E+004, 8.8784801959991455E-001, 1.8250000000000000E+001, 1.8250000000000000E+001, 1.8250000000000000E+001, 0.0000000000000000E+000, 2.4500000000000000E+002, 2.7594812011718750E+002, 3.4420308656990528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4500000000000000E+002, 2.7594812011718750E+002, 3.4420308656990528E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,0,1, 1.0000000000000000E+000, 1.3500000000000000E+002, 1.2398066520690918E+000, 9.7426000000000000E+004, 9.9257236719131470E-001,-3.5000000000000000E+000, 5.0000000000000000E-001,-1.5000000000000000E+000, 0.0000000000000000E+000, 2.7314999389648438E+002, 2.7519403076171875E+002, 3.7053762935101986E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7314999389648438E+002, 2.7519403076171875E+002, 3.7053762935101986E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
gpuwm.nssl2.fused-gs.v1,threshold_cleanup_dt1,zero_threshold,0,2, 1.0000000000000000E+000, 2.6000000000000000E+002, 1.1274816989898682E+000, 8.6926000000000000E+004, 9.6073389053344727E-001, 5.0000000000000000E-001, 8.5000000000000000E+000, 4.5000000000000000E+000, 0.0000000000000000E+000, 2.6814999389648438E+002, 2.7910952758789062E+002, 2.7290338184684515E-003, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6814999389648438E+002, 2.7910952758789062E+002, 2.7290338184684515E-003, 4.9999999800209860E-013, 4.9999999800209860E-013, 4.9971181706465195E-013, 4.9987059847281246E-013, 4.9999999800209860E-013, 4.9999999800209860E-013, 6.2307016924023628E-004, 0.0000000000000000E+000, 5.6341596064157784E-005, 8.1680731511823979E-008, 3.3375837744008209E-017, 0.0000000000000000E+000, 3.5000000000000000E+008, 3.2543399694539362E-026, 0.0000000000000000E+000
