case,case_index,k,delt,conflx,ktau,nroot,meltfactor,ivgtyp,isltyp,isice,xland,seaice,prcpms,newsnms,patm,tabs,qvatm,qcatm,rho,glw,gsw,qkms,tkms,pc,lai,vegfra,sat,cn,c1sn,c2sn,cw,xlv,cp,rovcp,g0_p,stbolt,kqwrtz,kice,kwt,qwrtz,rhocs,dqm,qmin,ref,wilt,psis,bclh,ksat,alb_snow_free,zsmain,zshalf,iland_before,snwe_before,snhei_before,snowfrac_before,rhosn_before,rhonewsn_before,rhosnfall_before,snowrat_before,grauprat_before,icerat_before,curat_before,alb_snow_before,emiss_before,mavail_before,alb_before,cst_before,znt_before,soilt_before,soilt1_before,tsnav_before,dew_before,qvg_before,qsg_before,qcg_before,smelt_before,snoh_before,snflx_before,snom_before,snowfallac_before,acsnow_before,edir1_before,ec1_before,ett1_before,eeta_before,qfx_before,hfx_before,s_before,sublim_before,evapl_before,prcpl_before,fltot_before,runoff1_before,runoff2_before,infiltr_before,smf_before,rsm_before,snweprint_before,snheiprint_before,soilm1d_before,ts1d_before,smfrkeep_before,keepfr_before,soilice_before,soiliqw_before,iland_after,snwe_after,snhei_after,snowfrac_after,rhosn_after,rhonewsn_after,rhosnfall_after,snowrat_after,grauprat_after,icerat_after,curat_after,alb_snow_after,emiss_after,mavail_after,alb_after,cst_after,znt_after,soilt_after,soilt1_after,tsnav_after,dew_after,qvg_after,qsg_after,qcg_after,smelt_after,snoh_after,snflx_after,snom_after,snowfallac_after,acsnow_after,edir1_after,ec1_after,ett1_after,eeta_after,qfx_after,hfx_after,s_after,sublim_after,evapl_after,prcpl_after,fltot_after,runoff1_after,runoff2_after,infiltr_after,smf_after,rsm_after,snweprint_after,snheiprint_after,soilm1d_after,ts1d_after,smfrkeep_after,keepfr_after,soilice_after,soiliqw_after
warm_rain_canopy_drip,1,1,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.239999995,291.000000,0.00000000,0.00000000,0.00000000,0.239999995,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.258760691,281.803070,0.266666651,0.00000000,0.00000000,0.239999995
warm_rain_canopy_drip,1,2,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,0.999999978E-2,0.499999989E-2,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.243999988,290.200012,0.00000000,0.00000000,0.00000000,0.243999988,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.248721212,289.472839,0.271111101,0.00000000,0.00000000,0.243999988
warm_rain_canopy_drip,1,3,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,0.399999991E-1,0.249999985E-1,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.247999996,289.399994,0.00000000,0.00000000,0.00000000,0.247999996,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.248203218,289.401123,0.275555551,0.00000000,0.00000000,0.247999996
warm_rain_canopy_drip,1,4,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,0.100000001,0.700000003E-1,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.252000004,288.600006,0.00000000,0.00000000,0.00000000,0.252000004,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.251963377,288.602936,0.280000001,0.00000000,0.00000000,0.252000004
warm_rain_canopy_drip,1,5,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,0.300000012,0.200000003,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.255999982,287.799988,0.00000000,0.00000000,0.00000000,0.255999982,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.255997002,287.800201,0.284444422,0.00000000,0.00000000,0.255999982
warm_rain_canopy_drip,1,6,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,0.600000024,0.450000018,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.259999990,287.000000,0.00000000,0.00000000,0.00000000,0.259999990,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.259998918,287.000092,0.288888872,0.00000000,0.00000000,0.259999990
warm_rain_canopy_drip,1,7,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,1.00000000,0.800000012,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.263999999,286.200012,0.00000000,0.00000000,0.00000000,0.263999999,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.263999045,286.200104,0.293333322,0.00000000,0.00000000,0.263999999
warm_rain_canopy_drip,1,8,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,1.60000002,1.29999995,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.268000007,285.399994,0.00000000,0.00000000,0.00000000,0.268000007,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.267999351,285.400055,0.297777772,0.00000000,0.00000000,0.268000007
warm_rain_canopy_drip,1,9,60.0000000,40.0000000,1,6,1.00000000,10,6,15,1.00000000,0.00000000,0.399999999E-5,0.00000000,0.949999988,291.000000,0.109999999E-1,0.00000000,1.25000000,340.000000,520.000000,0.999999978E-2,0.899999961E-2,0.400000006,2.90000010,65.0000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.180000007,3.00000000,2.29999995,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.600000024,0.219999999,0.479999988E-3,0.750000030E-1,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.271999985,284.600006,0.00000000,0.00000000,0.00000000,0.271999985,10,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.920000017,0.980154157,0.219999999,0.501783623E-3,0.750000030E-1,281.803070,0.00000000,0.00000000,0.365865599E-4,0.734134391E-2,0.734134391E-2,0.146346167E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.457331989E-4,-114.333000,-105.465401,-979.410828,0.00000000,-0.457331989E-4,0.399999999E-5,28.2484131,0.522966275E-6,0.00000000,-0.315970624E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.271999985,284.600006,0.302222192,0.00000000,0.00000000,0.271999985
bare_soil_rain,2,1,30.0000000,40.0000000,1,1,1.00000000,16,16,15,1.00000000,0.00000000,0.600000021E-5,0.00000000,0.949999988,288.000000,0.800000038E-2,0.00000000,1.25000000,330.000000,480.000000,0.999999978E-2,0.899999961E-2,0.300000012,0.750000000,0.00000000,0.500000024E-3,0.500000000,0.260000005E-1,21.0000000,4183000.00,2500000.00,1004.50000,0.285714298,9.81000042,0.567051011E-7,7.69999981,2.20000005,0.569999993,0.500000007E-1,2100000.00,0.370000005,0.649999976E-1,0.248999998,0.114000000,-0.217999995,4.90000010,0.346999987E-4,0.180000007,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.930000007,0.600000024,0.180000007,0.999999975E-4,0.649999976E-1,289.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.100000001,288.000000,0.00000000,0.00000000,0.00000000,0.100000001,16,0.00000000,0.00000000,0.00000000,200.000000,100.000000,100.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.699999988,0.930000007,0.723741949,0.180000007,0.00000000,0.649999976E-1,279.221558,0.00000000,0.00000000,0.184622768E-4,0.615377259E-2,0.615377259E-2,0.738491304E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.230778460E-4,-57.6946144,-100.666412,-766.619141,0.00000000,-0.230778460E-4,0.600000021E-5,-6.25085449,0.169909072E-6,0.00000000,-0.585316911E-5,0.00000000,0.00000000,0.00000000,0.00000000,0.133168519,279.221558,0.111111112,0.00000000,0.00000000,0.100000001
