run,step,case,k,dt,ktau,myj,frpcpn,mosaic_lu,mosaic_soil,rdlai2d,iswater,isice,xice_threshold,nlcat,nscat,lutype,cp,rovcp,g0,lv,stbolt,zs,ivgtyp,isltyp,xland,xice,tbot,shdmin,shdmax,vegfra,rainbl,frzfrac,glw,gsw,chs,flqc,flhc,albbck,z3d,p8w,t3d,qv3d,qc3d,rho3d,snow_i,snowh_i,snowc_i,canwat_i,snoalb_i,alb_i,emiss_i,lai_i,mavail_i,sfcexc_i,z0_i,znt_i,soilt_i,hfx_i,qfx_i,lh_i,sfcevp_i,sfcrunoff_i,udrunoff_i,acrunoff_i,grdflx_i,acsnow_i,snom_i,qvg_i,qcg_i,dew_i,qsfc_i,qsg_i,chklowq_i,soilt1_i,tsnav_i,smavail_i,smmax_i,rhosnf_i,precipfr_i,snowfallac_i,soilmois_i,sh2o_i,tso_i,smfr3d_i,keepfr_i,snow,snowh,snowc,canwat,snoalb,alb,emiss,lai,mavail,sfcexc,z0,znt,soilt,hfx,qfx,lh,sfcevp,sfcrunoff,udrunoff,acrunoff,grdflx,acsnow,snom,qvg,qcg,dew,qsfc,qsg,chklowq,soilt1,tsnav,smavail,smmax,rhosnf,precipfr,snowfallac,soilmois,sh2o,tso,smfr3d,keepfr
1,1,warm_forest_rain,1,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.00000000,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.239999995,0.239999995,296.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.319299012,0.240000010,293.848358,0.228888884,0.00000000
1,1,warm_forest_rain,2,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.999999978E-2,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.244999990,0.244999990,295.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.252719253,0.245000005,294.937134,0.234444425,0.00000000
1,1,warm_forest_rain,3,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.399999991E-1,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.250000000,0.250000000,294.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.250109524,0.250000000,294.011780,0.239999980,0.00000000
1,1,warm_forest_rain,4,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.100000001,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.254999995,0.254999995,293.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.254986823,0.254986823,293.003113,0.245555535,0.00000000
1,1,warm_forest_rain,5,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.300000012,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.259999990,0.259999990,292.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.259998709,0.259998709,292.000214,0.251111090,0.00000000
1,1,warm_forest_rain,6,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.600000024,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.264999986,0.264999986,291.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.264999241,0.264999241,291.000031,0.256666631,0.00000000
1,1,warm_forest_rain,7,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,1.00000000,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.269999981,0.269999981,290.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.269999236,0.269999236,290.000031,0.262222171,0.00000000
1,1,warm_forest_rain,8,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,1.60000002,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.275000006,0.275000006,289.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.274999321,0.274999321,289.000061,0.267777771,0.00000000
1,1,warm_forest_rain,9,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,3.00000000,1,4,1.00000000,0.00000000,288.000000,20.0000000,90.0000000,72.0000000,0.899999976,0.00000000,340.000000,520.000000,0.120000001E-1,0.109999999E-1,11.0000000,0.119999997,80.0000000,95000.0000,298.000000,0.120000001E-1,0.00000000,1.10000002,0.00000000,0.00000000,0.00000000,0.150000006,0.519999981,0.119999997,0.949999988,6.40000010,0.614925385,0.00000000,0.00000000,0.800000012,297.000000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,0.00000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.280000001,0.280000001,288.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.304455638,0.519999981,0.119999997,0.949999988,6.34857130,0.851638854,0.985585432E-2,0.800000012,0.800000012,293.848358,-45.8797913,0.421836303E-4,105.459076,7.50506210,0.190484643,0.00000000,0.190484643,104.473991,3.25000000,0.00000000,0.144472271E-1,0.00000000,0.00000000,0.142414775E-1,0.159797128E-1,1.00000000,296.000000,23.3500061,814.802429,1455.00000,-1000.00000,0.00000000,0.00000000,0.280000001,0.280000001,288.000000,0.273333311,0.00000000
1,1,warm_grass_mixed,1,60.0000000,1,F,T,0,0,F,17,15,0.500000000,28,19,0,1004.50000,0.285714298,9.81000042,2500000.00,0.567051011E-7,0.00000000,10,6,1.00000000,0.00000000,284.000000,15.0000000,85.0000000,55.0000000,1.20000005,0.349999994,300.000000,430.000000,0.140000004E-1,0.130000003E-1,13.0000000,0.189999998,80.0000000,95000.0000,274.500000,0.400000019E-2,0.999999975E-5,1.10000002,0.00000000,0.00000000,0.00000000,0.799999982E-1,0.699999988,0.189999998,0.920000017,2.90000010,0.946969688,0.00000000,0.00000000,0.750000030E-1,275.500000,0.00000000,0.00000000,0.00000000,7.50000000,2.00000000,1.00000000,4.00000000,0.00000000,3.25000000,0.250000000,-0.500000000,-1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,-999.000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.500000000,0.300000012,0.300000012,275.000000,0.00000000,0.00000000,0.364101619,0.619220454E-2,0.455143712E-1,0.198375419,0.699999988,0.211766481,0.920000017,2.53142881,1.00000000,0.117258392E-1,0.750000030E-1,0.750000030E-1,275.518799,13.3947802,0.615030467E-5,15.4640312,7.50073814,0.254989535,0.00000000,0.254989535,-6.33919287,3.25000000,0.144327842E-1,0.474048266E-2,0.00000000,0.00000000,0.471811648E-2,0.478023384E-2,1.00000000,273.149994,0.915527344E-3,975.848572,1353.00000,58.7999992,0.420000046,7.14285803,0.337020904,0.300000012,275.518799,0.277777761,0.00000000
