case,k,delt,ktau,conflx,iland,isoil,myj,meltfactor,rhonewsn,snhei_crit,prcpms,rainf,newsnow,snhei_before,snwe_before,snowfrac,rhosn_before,patm,qvatm,qcatm,glw,gsw,emiss_before,rnet,qkms,tkms,rho,alb_before,znt_before,xlv,cp,rovcp,cw,stbolt,tabs,zsmain,zshalf,tice,rhosice,capice,thdifice,tso_before,tso_after,soilt_before,soilt_after,soilt1_before,soilt1_after,tsnav_before,tsnav_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,dew_before,dew_after,snwe_after,snhei_after,rhosn_after,emiss_after,alb_after,znt_after,ilnb_before,ilnb_after,snweprint,snheiprint,rsm,smelt,snoh,snflx,snom_before,snom_after,eeta,qfx,hfx,s_before,s_after,sublim,prcpl,fltot
myj_evaporating,1,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.00000000,0.00000000,-17.1499939,915.010681,1813706.12,0.124654809E-5,256.000000,256.466644,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,2,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.999999978E-2,0.499999989E-2,-15.5499878,915.251648,1825598.62,0.123842767E-5,257.600006,257.346985,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,3,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.399999991E-1,0.249999985E-1,-13.9499817,915.492798,1837497.25,0.123040832E-5,259.200012,259.150604,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,4,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.100000001,0.700000003E-1,-12.3500061,915.733948,1849401.88,0.122248821E-5,260.799988,260.789185,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,5,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.300000012,0.200000003,-10.7500000,915.975281,1861313.12,0.121466496E-5,262.399994,262.399170,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,6,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,0.600000024,0.450000018,-9.14999390,916.216675,1873230.38,0.120693744E-5,264.000000,263.999695,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,7,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,1.00000000,0.800000012,-7.54998779,916.458313,1885154.25,0.119930337E-5,265.600006,265.599823,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,8,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,1.60000002,1.29999995,-5.94998169,916.700073,1897084.38,0.119176138E-5,267.200012,267.199921,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_evaporating,9,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.199999995E-3,0.00000000,200.000000,35.0000000,0.990000010,-25.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,258.000000,3.00000000,2.29999995,-4.35000610,916.941833,1909020.25,0.118431001E-5,268.799988,268.799988,257.000000,256.959686,257.000000,256.466644,-16.1499939,-16.4368286,0.971370027E-3,0.968479028E-3,0.971370027E-3,0.968481298E-3,0.00000000,0.00000000,0.00000000,0.00000000,0.299993996E-1,0.119997598,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.299993996E-1,0.119997598,0.00000000,0.00000000,0.00000000,1.08880103,0.00000000,0.00000000,0.999025633E-5,28.2892342,-12.4069424,0.00000000,1.08880103,0.999025633E-5,0.00000000,0.00000000
myj_condensing,1,60.0000000,1,40.0000000,24,16,1,1.00000000,100.000000,0.640399978E-1,0.00000000,0.00000000,0.00000000,0.119999997,0.299999993E-1,1.00000000,250.000000,0.949999988,0.400000019E-2,0.00000000,215.000000,35.0000000,0.990000010,-20.0000000,0.999999978E-2,0.899999961E-2,1.29999995,0.750000000,0.199999996E-1,2500000.00,1004.50000,0.285714298,4183000.00,0.567051011E-7,262.000000,0.00000000,0.00000000,-17.1499939,915.010681,1813706.12,0.124654809E-5,256.000000,256.466949,257.000000,257.136322,257.000000,256.466949,-16.1499939,-16.3483582,0.971370027E-3,0.984531245E-3,0.971370027E-3,0.984531594E-3,0.00000000,0.00000000,0.00000000,0.301546861E-4,0.300023519E-1,0.120009407,250.000000,0.990000010,0.750000000,0.199999996E-1,1,1,0.300023519E-1,0.120009407,0.00000000,0.00000000,0.00000000,1.47819769,0.00000000,0.00000000,-0.392010916E-4,-110.583458,-58.0049782,0.00000000,1.47819769,-0.392010916E-4,0.00000000,0.00000000
