case,k,delt,ktau,conflx,nroot,iland,isoil,ivgtyp,myj,meltfactor,rhonewsn,snhei_crit,prcpms,rainf,newsnow,snhei_before,snwe_before,snowfrac,rhosn_before,patm,qvatm,qcatm,glw,gsw,gswin,emiss,rnet,qkms,tkms,pc,cst_before,cst_after,drip,infwater,rho,vegfrac,alb,znt,lai,qwrtz,rhocs,dqm,qmin,ref,wilt,psis,bclh,ksat,sat,cn,xlv,cp,rovcp,g0_p,cw,stbolt,tabs,kqwrtz,kice,kwt,zsmain,zshalf,soilmois_before,soilmois_after,tso_before,tso_after,smfrkeep_before,smfrkeep_after,keepfr_before,keepfr_after,soilice,soiliqw,dew_before,dew_after,soilt_before,soilt_after,soilt1_before,soilt1_after,tsnav_before,tsnav_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,snwe_after,snhei_after,rhosn_after,ilnb_before,ilnb_after,snweprint,snheiprint,rsm,smelt,snoh,snflx,snom_before,snom_after,edir1,ec1,ett1,eeta,qfx,hfx,s,sublim,prcpl,fltot,runoff1,runoff2,mavail_before,mavail_after,infiltrp
fresh_snow_cold_forest,1,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,0.00000000,0.00000000,0.219999999,0.220173627,263.000000,263.155518,0.00000000,0.149449155,0.00000000,1.00000000,0.149046943,0.858577564E-1,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,2,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,0.999999978E-2,0.499999989E-2,0.223999992,0.223975733,264.100006,264.002625,0.00000000,0.150881737,0.00000000,0.00000000,0.151165083,0.879514143E-1,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,3,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,0.399999991E-1,0.249999985E-1,0.228000000,0.227996841,265.200012,265.186066,0.00000000,0.151855901,0.00000000,0.00000000,0.151903361,0.912869796E-1,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,4,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,0.100000001,0.700000003E-1,0.231999993,0.231998846,266.299988,266.297089,0.00000000,0.152220160,0.00000000,0.00000000,0.152231872,0.949912891E-1,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,5,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,0.300000012,0.200000003,0.236000001,0.235999957,267.399994,267.399780,0.00000000,0.151736170,0.00000000,0.00000000,0.151737228,0.994364843E-1,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,6,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,0.600000024,0.450000018,0.239999995,0.239999980,268.500000,268.499908,0.00000000,0.150000542,0.00000000,0.00000000,0.150001138,0.104998969,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,7,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,1.00000000,0.800000012,0.244000003,0.244000003,269.600006,269.599945,0.00000000,0.146250218,0.00000000,0.00000000,0.146250755,0.112374313,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,8,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,1.60000002,1.29999995,0.247999996,0.247999951,270.700012,270.700012,0.00000000,0.138772488,0.00000000,0.00000000,0.138772488,0.123104759,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
fresh_snow_cold_forest,9,60.0000000,1,40.0000000,8,1,4,1,0,1.00000000,100.000000,0.160099998,0.00000000,0.00000000,0.200000009E-2,0.200000003,0.199999996E-1,1.00000000,100.000000,0.949999988,0.179999997E-2,0.00000000,230.000000,40.0000000,130.000000,0.949999988,-20.0000000,0.999999978E-2,0.899999961E-2,0.550000012,0.399999990E-4,0.399966339E-4,0.00000000,0.00000000,1.25000000,0.550000012,0.699999988,0.199999996E-1,6.40000010,0.250000000,1270000.00,0.451000005,0.340000018E-1,0.368999988,0.143000007,-0.786000013,5.30000019,0.719999980E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,265.000000,7.69999981,2.20000005,0.569999993,3.00000000,2.29999995,0.252000004,0.252000004,271.799988,271.799988,0.00000000,0.122292303,0.00000000,0.00000000,0.122292303,0.141936928,0.00000000,0.00000000,264.000000,263.996460,264.000000,263.155518,-9.14999390,-9.57400513,0.183249998E-2,0.183261593E-2,0.183249998E-2,0.183261593E-2,0.00000000,0.00000000,0.199999753E-1,0.199999750,100.000000,1,1,0.199999753E-1,0.199999750,0.00000000,0.00000000,0.00000000,0.195098653,0.00000000,0.00000000,0.183464799E-9,0.560586924E-10,0.123538671E-12,0.239647022E-6,0.679399312,-11.5080528,0.195098653,0.183464806E-6,0.00000000,0.352630615E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
deep_aged_snow_grass,1,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,1.00000000,350.000000,0.949999988,0.899999985E-3,0.00000000,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.00000000,0.00000000,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.00000000,0.00000000,0.259999990,0.260619283,265.000000,265.161377,0.00000000,0.224239290,0.00000000,1.00000000,0.223778814,0.585990585E-1,0.00000000,0.00000000,257.000000,256.982239,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970514491E-3,0.971370027E-3,0.970514491E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,1,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81059861,0.00000000,0.00000000,0.599373384E-9,0.00000000,0.158657660E-12,0.599532029E-6,1.69967330,-9.07754803,-3.81059861,0.599373379E-6,0.00000000,-0.321006775E-1,0.00000000,0.00000000,0.600000024,1.00000000,-0.00000000
