case,k,delt,ktau,conflx,nroot,iland,isoil,snwe_before,snwepr,snhei_before,newsnow,snowfrac,beta_before,deltsn,snth,rhosn_before,rhonewsn,meltfactor,prcpms,rainf,patm,tabs,qvatm,qcatm,glw,gsw,emiss,rnet,qkms,tkms,pc,rho,vegfrac,drycan,wetcan,cst,transum,mavail,dqm,qmin,psis,bclh,xlvm,cp,rovcp,g0_p,cvw,stbolt,zsmain,zshalf,thdif,cap,tranf,tso_before,tso_after,soilt_before,soilt_after,soilt1_before,soilt1_after,tsnav_before,tsnav_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,dew_before,dew_after,snwe_after,snhei_after,rhosn_after,beta_after,smelt,snoh,snflx,s,rsm,snweprint,snheiprint,x,ilnb_before,ilnb_after
melt_dense_dry_evap,1,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.00000000,0.00000000,0.650000004E-6,1900000.00,0.199999996E-1,272.200012,272.215393,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,2,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.999999978E-2,0.499999989E-2,0.669499968E-6,1930000.00,0.179999992E-1,272.279999,272.272217,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,3,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.399999991E-1,0.249999985E-1,0.688999990E-6,1960000.00,0.160000008E-1,272.360016,272.358795,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,4,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.100000001,0.700000003E-1,0.708500011E-6,1990000.00,0.139999995E-1,272.440002,272.439697,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,5,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.300000012,0.200000003,0.728000032E-6,2020000.00,0.120000001E-1,272.520020,272.520020,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,6,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.600000024,0.450000018,0.747499996E-6,2050000.00,0.999999978E-2,272.600006,272.599945,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,7,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,1.00000000,0.800000012,0.766999960E-6,2080000.00,0.00000000,272.680023,272.680023,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,8,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,1.60000002,1.29999995,0.786500038E-6,2110000.00,0.00000000,272.760010,272.760040,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_dense_dry_evap,9,60.0000000,1,40.0000000,6,1,4,0.500000007E-1,0.500000007E-1,0.125000000,0.00000000,0.699999988,1.00000000,0.125000000,0.250000004E-1,400.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,281.000000,0.249999994E-2,0.00000000,330.000000,750.000000,0.980000019,200.000000,0.600000005E-2,0.600000005E-2,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.899999961E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,3.00000000,2.29999995,0.806000003E-6,2140000.00,0.00000000,272.840027,272.840027,273.100006,273.184235,273.100006,272.215393,-0.499877930E-1,-0.450164795,0.399969984E-2,0.401398959E-2,0.399969984E-2,0.401398959E-2,0.329756131E-5,0.00000000,0.00000000,0.00000000,0.499800406E-1,0.124950103,400.000000,1.00000000,0.321330475E-6,107.645714,1.94760370,-7.01773071,0.00000000,0.499800406E-1,0.124950103,125.481903,1,1
melt_trace_all_evap,1,60.0000000,1,40.0000000,4,1,4,0.759999974E-8,0.759999974E-8,0.506666638E-7,0.00000000,1.00000000,1.00000000,0.333333343,0.666666701E-1,150.000000,100.000000,1.00000000,0.00000000,0.00000000,0.949999988,277.000000,0.398000004E-2,0.00000000,300.000000,260.000000,0.980000019,120.000000,0.600000005E-2,0.199999996E-1,0.699999988,1.25000000,0.300000012,0.980000019,0.199999996E-1,0.00000000,0.679999962E-1,0.600000024,0.400000006,0.199999996E-1,-0.349999994,5.40000010,2835000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,0.00000000,0.00000000,0.650000004E-6,1900000.00,0.199999996E-1,273.049988,273.149994,273.100006,273.313690,273.100006,273.149994,-0.499877930E-1,0.163696289,0.400000019E-2,0.405183434E-2,0.400000019E-2,0.405183434E-2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,150.000000,0.702771068,0.00000000,0.00000000,27.0379715,6.82174683,0.00000000,0.00000000,0.00000000,184.498230,1,1
