case,k,delt,ktau,conflx,nroot,iland,isoil,ivgtyp,myj,meltfactor,rhonewsn,snhei_crit,prcpms,rainf,newsnow,snhei_before,snwe_before,snowfrac,rhosn_before,patm,qvatm,qcatm,glw,gsw,gswin,emiss,rnet,qkms,tkms,pc,cst_before,cst_after,drip,infwater,rho,vegfrac,alb,znt,lai,qwrtz,rhocs,dqm,qmin,ref,wilt,psis,bclh,ksat,sat,cn,xlv,cp,rovcp,g0_p,cw,stbolt,tabs,kqwrtz,kice,kwt,zsmain,zshalf,soilmois_before,soilmois_after,tso_before,tso_after,smfrkeep_before,smfrkeep_after,keepfr_before,keepfr_after,soilice,soiliqw,dew_before,dew_after,soilt_before,soilt_after,soilt1_before,soilt1_after,tsnav_before,tsnav_after,qvg_before,qvg_after,qsg_before,qsg_after,qcg_before,qcg_after,snwe_after,snhei_after,rhosn_after,ilnb_before,ilnb_after,snweprint,snheiprint,rsm,smelt,snoh,snflx,snom_before,snom_after,edir1,ec1,ett1,eeta,qfx,hfx,s,sublim,prcpl,fltot,runoff1,runoff2,mavail_before,mavail_after,infiltrp
partial_cover_two_layer,1,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.00000000,0.00000000,0.259999990,0.260629475,265.000000,265.161377,0.00000000,0.224239290,0.00000000,1.00000000,0.223778814,0.585990585E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,2,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.999999978E-2,0.499999989E-2,0.262999982,0.262931138,265.899994,265.799835,0.00000000,0.224857152,0.00000000,0.00000000,0.225178227,0.603395738E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,3,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.399999991E-1,0.249999985E-1,0.266000003,0.265985668,266.799988,266.784515,0.00000000,0.225051299,0.00000000,0.00000000,0.225109547,0.634014010E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,4,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.100000001,0.700000003E-1,0.268999994,0.268994957,267.700012,267.696808,0.00000000,0.224677727,0.00000000,0.00000000,0.224692181,0.667770207E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,5,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.300000012,0.200000003,0.271999985,0.271999687,268.600006,268.599762,0.00000000,0.223508567,0.00000000,0.00000000,0.223509938,0.708410293E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,6,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,0.600000024,0.450000018,0.274999976,0.274999976,269.500000,269.499878,0.00000000,0.221150950,0.00000000,0.00000000,0.221151829,0.759633183E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,7,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,1.00000000,0.800000012,0.277999997,0.277999908,270.399994,270.399933,0.00000000,0.216844738,0.00000000,0.00000000,0.216845348,0.828391761E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,8,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,1.60000002,1.29999995,0.280999988,0.280999899,271.299988,271.300018,0.00000000,0.208815590,0.00000000,0.00000000,0.208815113,0.930663794E-1,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
partial_cover_two_layer,9,60.0000000,1,40.0000000,6,10,6,10,0,1.00000000,100.000000,0.457428582E-1,0.00000000,0.00000000,0.00000000,0.428571433,0.150000006,0.620000005,350.000000,0.949999988,0.899999985E-3,0.399999990E-3,195.000000,25.0000000,85.0000000,0.920000017,-35.0000000,0.800000038E-2,0.700000022E-2,0.400000006,0.999999975E-5,0.999910208E-5,0.00000000,0.00000000,1.25000000,0.150000006,0.699999988,0.199999996E-1,2.90000010,0.400000006,1210000.00,0.400999993,0.500000007E-1,0.314000010,0.136999995,-0.477999985,5.38999987,0.695000017E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,258.000000,7.69999981,2.20000005,0.569999993,3.00000000,2.29999995,0.283999979,0.283999979,272.200012,272.200012,0.00000000,0.191114873,0.00000000,0.00000000,0.191114873,0.111996591,0.00000000,0.00000000,257.000000,256.982208,260.000000,259.997437,-16.1499939,-11.9337769,0.971370027E-3,0.970511872E-3,0.971370027E-3,0.970511872E-3,0.00000000,0.00000000,0.149999961,0.428571284,350.000000,3,2,0.149999961,0.428571284,0.00000000,0.00000000,0.00000000,-3.81063700,12.5000000,12.5000000,0.599351124E-9,0.149578318E-10,0.136215014E-12,0.614445185E-6,1.74195206,-9.07782173,-3.81063700,0.599351097E-6,0.00000000,-0.316295624E-1,0.00000000,0.00000000,0.600000024,0.995148480,-0.00000000
sublimating_patch,1,60.0000000,1,40.0000000,4,12,8,12,0,1.00000000,100.000000,0.800499991E-1,0.00000000,0.00000000,0.00000000,0.999999975E-4,0.199999995E-4,0.200000003,200.000000,0.949999988,0.199999995E-3,0.199999995E-3,250.000000,80.0000000,260.000000,0.935000002,15.0000000,0.200000003,0.150000006,0.400000006,0.00000000,0.00000000,0.00000000,0.00000000,1.25000000,0.500000007E-1,0.699999988,0.199999996E-1,5.67999983,0.100000001,1320000.00,0.416999996,0.599999987E-1,0.356999993,0.170000002,-0.356000006,7.75000000,0.169999998E-5,0.500000024E-3,0.500000000,2500000.00,1004.50000,0.285714298,9.81000042,4183000.00,0.567051011E-7,268.000000,7.69999981,2.20000005,0.569999993,0.00000000,0.00000000,0.200000003,0.196918204,268.000000,267.399170,0.00000000,0.880219638E-1,0.00000000,0.00000000,0.909190699E-1,0.118172839,0.00000000,0.00000000,269.000000,267.388306,269.000000,267.399170,-4.14999390,-5.76168823,0.219999999E-2,0.246248976E-2,0.219999999E-2,0.246248976E-2,0.00000000,0.00000000,0.00000000,0.00000000,200.000000,3,3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-134.196167,3.75000000,3.75000000,0.377081619E-6,0.00000000,0.113124503E-9,0.377194723E-3,1069.34705,-116.909645,-134.196167,0.377081626E-3,0.00000000,-0.826477051,0.00000000,0.00000000,0.600000024,0.730419457,-0.00000000
